subgroup_family,subgroup_name,subgroup_admissions,complement_admissions,subgroup_readmission_rate,complement_readmission_rate,readmission_rate_difference,subgroup_pr_auc,complement_pr_auc,pr_auc_difference,subgroup_recall,complement_recall,recall_difference,subgroup_precision,complement_precision,precision_difference,absolute_pr_auc_difference,absolute_recall_difference
demographics,race_WHITE - RUSSIAN,500,46671,0.17,0.19785305650189625,-0.027853056501896234,0.5648461391586042,0.5968370711145048,-0.03199093195590064,0.4588235294117647,0.5359540827377085,-0.07713055332594382,0.6190476190476191,0.5252042873819378,0.09384333166568126,0.03199093195590064,0.07713055332594382
demographics,age_40_to_64,21361,25810,0.22452132390805674,0.175242154203797,0.049279169704259745,0.6105544594550312,0.5785734455659982,0.03198101388903296,0.591117597998332,0.47601149679416316,0.11510610120416881,0.515360843483003,0.540276035131744,-0.02491519164874101,0.03198101388903296,0.11510610120416881
demographics,gender_F,23700,23471,0.18835443037974683,0.20685100762643263,-0.018496577246685797,0.5805442484830852,0.6113307130540441,-0.030786464570958905,0.4923835125448029,0.5746652935118435,-0.08228178096704059,0.5334951456310679,0.5199403652627655,0.013554780368302377,0.030786464570958905,0.08228178096704059
demographics,gender_M,23471,23700,0.20685100762643263,0.18835443037974683,0.018496577246685797,0.6113307130540441,0.5805442484830852,0.030786464570958905,0.5746652935118435,0.4923835125448029,0.08228178096704059,0.5199403652627655,0.5334951456310679,-0.013554780368302377,0.030786464570958905,0.08228178096704059
demographics,insurance_grouped_Private,11924,35247,0.17661858436766187,0.20464152977558372,-0.028022945407921857,0.6188905103546495,0.5895297466328059,0.029360763721843597,0.5303893637226971,0.5366699015666159,-0.006280537843918799,0.5604616156547918,0.5166155078072868,0.04384610784750498,0.029360763721843597,0.006280537843918799
diagnosis,has_substance_use,19942,27229,0.20800320930699026,0.18990781886958757,0.018095390437402686,0.6119120438974142,0.5835806778026651,0.028331366094749066,0.5940212150433944,0.4881067491781087,0.10591446586528575,0.5136543673129039,0.5382810833866496,-0.02462671607374567,0.028331366094749066,0.10591446586528575
demographics,race_HISPANIC/LATINO - PUERTO RICAN,1226,45945,0.200652528548124,0.1974752421373381,0.003177286410785879,0.5699710023557983,0.5971002083126995,-0.02712920595690116,0.5813008130081301,0.5340019839082993,0.04729882909983074,0.4847457627118644,0.5271461212055272,-0.04240035849366275,0.02712920595690116,0.04729882909983074
prior_utilisation,previous_total_admissions_any,29723,17448,0.23217710190761362,0.13858321870701512,0.0935938832005985,0.5822049043749429,0.6017577336436244,-0.019552829268681515,0.5739747862628605,0.42473118279569894,0.14924360346716153,0.49321379653841363,0.7058419243986255,-0.21262812786021185,0.019552829268681515,0.14924360346716153
demographics,marital_status_DIVORCED,4289,42882,0.21310328747959897,0.19600298493540413,0.01710030254419484,0.6045911566355169,0.5956951993878522,0.008895957247664676,0.5612691466083151,0.5324211778703153,0.028847968737999774,0.5140280561122245,0.5272148916116871,-0.013186835499462646,0.008895957247664676,0.028847968737999774
demographics,race_UNKNOWN,1278,45893,0.048513302034428794,0.20170832153051663,-0.15319501949608783,0.5876063370938782,0.5958213053578285,-0.008214968263950295,0.5161290322580645,0.5353786323863022,-0.01924960012823773,0.7272727272727273,0.5248887947468757,0.20238393252585163,0.008214968263950295,0.01924960012823773
prior_utilisation,previous_icu_admissions_any,9509,37662,0.27384583026606374,0.17829642610588922,0.09554940416017452,0.5939962662659428,0.5909967074308671,0.002999558835075744,0.6394009216589862,0.4948622486969471,0.1445386729620391,0.48528125910813175,0.5488026424442609,-0.06352138333612917,0.002999558835075744,0.1445386729620391
